fra;strate2;jour;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
FR;0;2020-03-07;0;0;0;1.16814431707847;0.143038079642262
FR;0;2020-03-08;0;0;0;1.30224251674309;0.174327659564007
FR;0;2020-03-09;0;0;0;1.628548135927;0.236906819407496
FR;0;2020-03-10;0;0;0;1.95187379511836;0.287566139280797
FR;0;2020-03-11;0;0;0;2.40780767397807;0.35163527912056
FR;0;2020-03-12;0;0;0;2.89354115276325;0.43507415891188
FR;0;2020-03-13;0.0968486997577814;2.88013133279679;0.454443898863436;3.572972031064;0.528942898677114
FR;0;2020-03-14;0.13409819966462;3.58787183102673;0.612381778468433;4.27773256930139;0.686880778282111
FR;0;2020-03-15;0.208597199478298;4.42077064894365;0.800119257998902;5.13000112716987;0.893987997764136
FR;0;2020-03-16;0.315875759209995;5.69321356576127;1.09513529726107;6.58571158352914;1.23668339690705
FR;0;2020-03-17;0.45593387885971;7.03568554240375;1.41250103646734;7.95500320010454;1.56894893607606
FR;0;2020-03-18;0.573642298565321;8.67615351830094;1.70155715574441;9.66401025583031;1.84161527539412
FR;0;2020-03-19;0.737540098155412;10.5326685936578;2.17090085457058;11.606944170971;2.31989885419793
FR;0;2020-03-20;0.893987997764136;12.712509328206;2.68196399329241;14.0147518449491;2.82053213294585
FR;0;2020-03-21;1.0876853972797;14.3231777041777;3.04700909237943;15.8191176204364;3.24219647189127
FR;0;2020-03-22;1.33502207666111;15.9517258401047;3.43291391141428;17.7993010354839;3.70707023072862
FR;0;2020-03-23;1.59725855600526;18.4668120738145;4.01996602994607;21.3007540267268;4.51463938870889
FR;0;2020-03-24;1.86992489532332;20.8686598278075;4.50718948872752;24.155555699587;5.15831074709907
FR;0;2020-03-25;2.23794995440289;23.4373853413831;5.12404120718477;27.4409615913702;5.87499112530665
FR;0;2020-03-26;2.60448503348618;25.8839324952643;5.59636486600349;30.6712382232912;6.5991214034956
FR;0;2020-03-27;3.01720949245396;28.5375868686275;6.0522987448632;34.4215178739118;7.3709310415653
FR;0;2020-03-28;3.42695399142919;30.2793734842713;6.42479374393159;36.4940800487283;7.95053326011572
FR;0;2020-03-29;3.71303015071371;31.192731221987;6.65276068336145;38.4340340038765;8.48245611878538
FR;0;2020-03-30;4.09893496974856;32.031589959889;6.73321960316022;41.9503867950821;9.24830583686999
