fra;strate2;jour;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
FR;0;2020-03-31;4.45504018885794;32.7438003981078;6.86731780282484;43.8858708102414;9.86366757533097
FR;0;2020-04-01;4.77985582804558;32.7795599180183;6.80026870299253;45.7289760656318;10.2987417342428
FR;0;2020-04-02;5.01974260744562;32.2744566992816;6.55591198360366;47.0118488424234;10.6041876334789
FR;0;2020-04-03;5.30134882674133;31.0973725022255;6.24152620438994;48.5495081985777;10.876853972797
FR;0;2020-04-04;5.41458730645812;30.0752462247818;5.87946106529547;48.1442336395913;10.8515243128603
FR;0;2020-04-05;5.61126466596623;28.6999946882213;5.49951616624571;48.2783318392559;10.8947337327523
FR;0;2020-04-06;5.63808430589915;27.4215918514186;5.08977166727048;50.4239030338898;11.0958810322492
FR;0;2020-04-07;5.57848510604821;26.0791198747761;4.62936784842195;49.8621805752947;10.9900924525138
FR;0;2020-04-08;5.40117748649166;24.5489104186032;4.18386382953616;49.5567346760586;10.8396044728901
FR;0;2020-04-09;5.36094802659227;23.6117130009471;3.84265841038951;49.580574355999;10.659316893341
