reg;jour;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
52;2020-09-28;0.157820104545298;2.94597528484556;0.394550261363245;5.89195056969112;0.578673716666092
52;2020-09-29;0.131516753787748;3.02488533711821;0.368246910605695;5.86564721893357;0.604977067423642
52;2020-09-30;0.184123455302848;3.26161549393616;0.394550261363245;6.20759077878172;0.657583768938741
52;2020-10-01;0.157820104545298;3.20900879242106;0.447156962878344;6.07607402499397;0.76279717196894
52;2020-10-02;0.210426806060397;2.99858198636066;0.420853612120794;6.15498407726662;0.710190470453841
52;2020-10-03;0.184123455302848;3.18270544166351;0.499763664393444;5.91825392044867;0.76279717196894
52;2020-10-04;0.210426806060397;3.28791884469371;0.499763664393444;6.15498407726662;0.78910052272649
52;2020-10-05;0.289336858333046;3.39313224772391;0.499763664393444;6.62844439090251;0.78910052272649
52;2020-10-06;0.341943559848146;3.31422219545126;0.394550261363245;6.57583768938741;0.657583768938741
52;2020-10-07;0.315640209090596;3.10379538939086;0.447156962878344;6.54953433862986;0.683887119696291
52;2020-10-08;0.420853612120794;3.4983456507541;0.394550261363245;7.07560135378086;0.76279717196894
52;2020-10-09;0.394550261363245;4.05071601666265;0.578673716666092;7.39124156287145;0.841707224241589
52;2020-10-10;0.499763664393444;4.15592941969285;0.578673716666092;7.2597248090837;0.894313925756688
52;2020-10-11;0.499763664393444;4.15592941969285;0.73649382121139;7.3649382121139;1.02583067954444
52;2020-10-12;0.473460313635894;4.65569308408629;0.78910052272649;8.33816219014324;1.05213403030199
52;2020-10-13;0.499763664393444;4.99763664393443;0.946920627271787;8.44337559317344;1.13104408257464
52;2020-10-14;0.526067015150993;5.60261371135808;0.973223978029337;8.89053255605178;1.10474073181709
52;2020-10-15;0.447156962878344;5.86564721893357;1.15734743333218;9.39029622044523;1.23625748560483
52;2020-10-16;0.499763664393444;6.31280418181192;1.10474073181709;10.1793967431717;1.28886418711993
52;2020-10-17;0.447156962878344;6.44432093559967;1.18365078408973;10.2057000939293;1.42038094090768
52;2020-10-18;0.420853612120794;7.07560135378086;1.26256083636238;10.863283862868;1.57820104545298
52;2020-10-19;0.473460313635894;7.5227583166592;1.47298764242278;12.1784514007455;1.81493120227093
52;2020-10-20;0.473460313635894;7.8910052272649;1.42038094090768;12.5993050128663;1.73602114999828
52;2020-10-21;0.447156962878344;8.44337559317344;1.36777423939258;13.6514390431683;1.52559434393788
52;2020-10-22;0.552370365908543;8.83792585453668;1.34147088863503;14.4931462674099;1.57820104545298
52;2020-10-23;0.578673716666092;9.57441967574807;1.39407759015013;15.7031004022571;1.52559434393788
52;2020-10-24;0.578673716666092;10.4424302507472;1.44668429166523;16.1239540143779;1.65711109772563
52;2020-10-25;0.76279717196894;10.9948006166558;1.39407759015013;17.3076047984677;1.78862785151338
52;2020-10-26;0.815403873484039;11.91541789317;1.52559434393788;19.3855695083141;2.13057141136152
52;2020-10-27;0.894313925756688;13.3094954833201;1.89384125454358;20.5429169416463;2.41990826969457
52;2020-10-28;1.02583067954444;14.0985960060466;2.13057141136152;21.6213543227058;2.60403172499742
52;2020-10-29;1.05213403030199;14.3616295136221;2.26208816514927;21.963297882554;2.76185182954271
52;2020-10-30;1.07843738105954;15.0455166333184;2.44621162045212;23.2784654204314;2.97227863560311
52;2020-10-31;1.36777423939258;15.0455166333184;2.41990826969457;23.4888922264918;2.91967193408801
52;2020-11-01;1.60450439621053;15.1507300363486;2.70924512802761;24.3042960999759;3.36682889696636
52;2020-11-02;1.78862785151338;15.3874601931666;2.63033507575497;26.1192273022468;3.57725570302675
